/IMG/center_2020_07_14_14_18_36_008.jpg;/IMG/left_2020_07_14_14_18_36_008.jpg;/IMG/right_2020_07_14_14_18_36_008.jpg;-0.1588235;0;0;8.075665
/IMG/center_2020_07_14_14_18_36_090.jpg;/IMG/left_2020_07_14_14_18_36_090.jpg;/IMG/right_2020_07_14_14_18_36_090.jpg;-0.1705882;0;0;7.992766
/IMG/center_2020_07_14_14_18_36_168.jpg;/IMG/left_2020_07_14_14_18_36_168.jpg;/IMG/right_2020_07_14_14_18_36_168.jpg;-0.1705882;0;0;7.944249
/IMG/center_2020_07_14_14_18_36_247.jpg;/IMG/left_2020_07_14_14_18_36_247.jpg;/IMG/right_2020_07_14_14_18_36_247.jpg;-0.1705882;0.2630496;0;8.021999
/IMG/center_2020_07_14_14_18_36_343.jpg;/IMG/left_2020_07_14_14_18_36_343.jpg;/IMG/right_2020_07_14_14_18_36_343.jpg;-0.1705882;0.2413888;0;8.324794
/IMG/center_2020_07_14_14_18_36_419.jpg;/IMG/left_2020_07_14_14_18_36_419.jpg;/IMG/right_2020_07_14_14_18_36_419.jpg;-0.1529412;0.1462076;0;8.380316
/IMG/center_2020_07_14_14_18_36_492.jpg;/IMG/left_2020_07_14_14_18_36_492.jpg;/IMG/right_2020_07_14_14_18_36_492.jpg;-0.1235294;0.3666444;0;8.599499
/IMG/center_2020_07_14_14_18_36_585.jpg;/IMG/left_2020_07_14_14_18_36_585.jpg;/IMG/right_2020_07_14_14_18_36_585.jpg;-0.1235294;0.09881902;0;8.724898
/IMG/center_2020_07_14_14_18_36_679.jpg;/IMG/left_2020_07_14_14_18_36_679.jpg;/IMG/right_2020_07_14_14_18_36_679.jpg;-0.1235294;0.3341961;0;8.88463
/IMG/center_2020_07_14_14_18_36_751.jpg;/IMG/left_2020_07_14_14_18_36_751.jpg;/IMG/right_2020_07_14_14_18_36_751.jpg;-0.1235294;0.06235099;0;8.994581
/IMG/center_2020_07_14_14_18_36_830.jpg;/IMG/left_2020_07_14_14_18_36_830.jpg;/IMG/right_2020_07_14_14_18_36_830.jpg;-0.1235294;0.1595728;0;9.013452
/IMG/center_2020_07_14_14_18_36_903.jpg;/IMG/left_2020_07_14_14_18_36_903.jpg;/IMG/right_2020_07_14_14_18_36_903.jpg;-0.1235294;0.1234975;0;9.096874
/IMG/center_2020_07_14_14_18_36_972.jpg;/IMG/left_2020_07_14_14_18_36_972.jpg;/IMG/right_2020_07_14_14_18_36_972.jpg;-0.1235294;0;0;9.051259
/IMG/center_2020_07_14_14_18_37_044.jpg;/IMG/left_2020_07_14_14_18_37_044.jpg;/IMG/right_2020_07_14_14_18_37_044.jpg;-0.1235294;0.2154393;0;9.088824
/IMG/center_2020_07_14_14_18_37_116.jpg;/IMG/left_2020_07_14_14_18_37_116.jpg;/IMG/right_2020_07_14_14_18_37_116.jpg;-0.1411765;0;0;9.096315
